date,open,low,high,close,volume
2021-08-25 11:40:00,148.20000000,148.17000000,148.41000000,148.35000000,678532
2021-08-25 11:35:00,148.42000000,148.19000000,148.42000000,148.20000000,624279
2021-08-25 11:30:00,148.50000000,148.37000000,148.55000000,148.42000000,414113
2021-08-25 11:25:00,148.38000000,148.33000000,148.57000000,148.51000000,584281
2021-08-25 11:20:00,148.60000000,148.34000000,148.60000000,148.38000000,599451
2021-08-25 11:15:00,148.60000000,148.54000000,148.72000000,148.60000000,570077
2021-08-25 11:10:00,148.54000000,148.42000000,148.62000000,148.59000000,570898
2021-08-25 11:05:00,148.57000000,148.43000000,148.66000000,148.54000000,659818
2021-08-25 11:00:00,148.40000000,148.39000000,148.64000000,148.58000000,707664
2021-08-25 10:55:00,148.57000000,148.32000000,148.66000000,148.40000000,1167320
2021-08-25 10:50:00,148.21000000,148.17000000,148.57000000,148.57000000,1285284
2021-08-25 10:45:00,148.29000000,148.12000000,148.31000000,148.21000000,962019
2021-08-25 10:40:00,148.47000000,148.17000000,148.48000000,148.29000000,1272498
2021-08-25 10:35:00,148.59000000,148.39000000,148.64000000,148.47000000,890892
2021-08-25 10:30:00,148.63000000,148.42000000,148.74000000,148.59000000,1192565
2021-08-25 10:25:00,148.84000000,148.54000000,148.88000000,148.63000000,1052789
2021-08-25 10:20:00,149.08000000,148.77000000,149.14000000,148.84000000,1112570
2021-08-25 10:15:00,149.01000000,149.00000000,149.20000000,149.08000000,901848
2021-08-25 10:10:00,149.08000000,148.93000000,149.10000000,149.01000000,961655
2021-08-25 10:05:00,149.26000000,149.05000000,149.30000000,149.07000000,888426
2021-08-25 10:00:00,149.33000000,149.18000000,149.42000000,149.26000000,932713
2021-08-25 09:55:00,149.19000000,149.16000000,149.44000000,149.33000000,1028071
2021-08-25 09:50:00,149.49000000,149.15000000,149.51000000,149.19000000,1445853
2021-08-25 09:45:00,149.65000000,149.43000000,149.73000000,149.48000000,1286206
2021-08-25 09:40:00,149.79000000,149.59000000,149.82000000,149.65000000,1322497
2021-08-25 09:35:00,149.70000000,149.59000000,150.06000000,149.77000000,1489703
2021-08-25 09:30:00,149.81000000,149.56000000,150.32000000,149.70000000,2945441
2021-08-24 16:00:00,149.62000000,149.61000000,149.65000000,149.62000000,935797
2021-08-24 15:55:00,149.50000000,149.49000000,149.66000000,149.63000000,1587292
2021-08-24 15:50:00,149.62000000,149.46000000,149.63000000,149.50000000,938523
2021-08-24 15:45:00,149.64000000,149.59000000,149.68000000,149.62000000,503664
2021-08-24 15:40:00,149.66000000,149.61000000,149.69000000,149.63000000,592196
2021-08-24 15:35:00,149.73000000,149.64000000,149.75000000,149.66000000,380080
2021-08-24 15:30:00,149.80000000,149.72000000,149.81000000,149.73000000,419985
2021-08-24 15:25:00,149.90000000,149.73000000,149.91000000,149.80000000,369898
2021-08-24 15:20:00,149.83000000,149.76000000,149.90000000,149.90000000,447852
2021-08-24 15:15:00,149.75000000,149.71000000,149.84000000,149.83000000,278820
2021-08-24 15:10:00,149.74000000,149.73000000,149.80000000,149.75000000,294029
2021-08-24 15:05:00,149.80000000,149.71000000,149.82000000,149.74000000,301676
2021-08-24 15:00:00,149.75000000,149.72000000,149.87000000,149.80000000,479652
2021-08-24 14:55:00,149.70000000,149.68000000,149.77000000,149.74000000,379702
2021-08-24 14:50:00,149.63000000,149.57000000,149.70000000,149.70000000,318003
2021-08-24 14:45:00,149.62000000,149.57000000,149.62000000,149.62000000,223147
2021-08-24 14:40:00,149.58000000,149.52000000,149.63000000,149.61000000,357288
2021-08-24 14:35:00,149.66000000,149.55000000,149.67000000,149.58000000,269539
2021-08-24 14:30:00,149.52000000,149.50000000,149.68000000,149.66000000,319483
2021-08-24 14:25:00,149.59000000,149.52000000,149.60000000,149.53000000,193720
2021-08-24 14:20:00,149.64000000,149.53000000,149.65000000,149.58000000,235183
2021-08-24 14:15:00,149.57000000,149.51000000,149.65000000,149.65000000,402060
2021-08-24 14:10:00,149.55000000,149.54000000,149.62000000,149.57000000,240046
2021-08-24 14:05:00,149.62000000,149.54000000,149.63000000,149.56000000,327044
2021-08-24 14:00:00,149.65000000,149.59000000,149.67000000,149.62000000,276858
2021-08-24 13:55:00,149.76000000,149.62000000,149.81000000,149.65000000,368813
2021-08-24 13:50:00,149.61000000,149.59000000,149.77000000,149.76000000,308115
2021-08-24 13:45:00,149.61000000,149.57000000,149.64000000,149.60000000,236966
2021-08-24 13:40:00,149.56000000,149.55000000,149.65000000,149.61000000,299774
2021-08-24 13:35:00,149.55000000,149.52000000,149.60000000,149.56000000,215445
2021-08-24 13:30:00,149.62000000,149.55000000,149.66000000,149.56000000,371239
2021-08-24 13:25:00,149.55000000,149.50000000,149.65000000,149.62000000,278763
2021-08-24 13:20:00,149.57000000,149.48000000,149.63000000,149.55000000,374314
2021-08-24 13:15:00,149.55000000,149.50000000,149.61000000,149.57000000,367528
2021-08-24 13:10:00,149.69000000,149.52000000,149.69000000,149.55000000,318786
2021-08-24 13:05:00,149.67000000,149.62000000,149.74000000,149.70000000,348289
2021-08-24 13:00:00,149.56000000,149.54000000,149.69000000,149.67000000,314928
2021-08-24 12:55:00,149.59000000,149.52000000,149.65000000,149.56000000,245635
2021-08-24 12:50:00,149.62000000,149.54000000,149.64000000,149.59000000,300229
2021-08-24 12:45:00,149.62000000,149.59000000,149.69000000,149.62000000,315407
2021-08-24 12:40:00,149.67000000,149.55000000,149.68000000,149.62000000,310533
2021-08-24 12:35:00,149.67000000,149.59000000,149.71000000,149.67000000,346450
2021-08-24 12:30:00,149.69000000,149.59000000,149.70000000,149.65000000,401394
2021-08-24 12:25:00,149.69000000,149.64000000,149.73000000,149.70000000,304188
2021-08-24 12:20:00,149.78000000,149.68000000,149.83000000,149.69000000,308744
2021-08-24 12:15:00,149.85000000,149.70000000,149.86000000,149.78000000,314330
2021-08-24 12:10:00,149.83000000,149.82000000,149.93000000,149.85000000,329334
2021-08-24 12:05:00,149.78000000,149.72000000,149.92000000,149.82000000,509509
2021-08-24 12:00:00,149.83000000,149.56000000,149.89000000,149.77000000,644867
2021-08-24 11:55:00,149.78000000,149.73000000,149.95000000,149.83000000,555182
2021-08-24 11:50:00,149.64000000,149.60000000,149.83000000,149.78000000,485702
2021-08-24 11:45:00,149.77000000,149.57000000,149.81000000,149.63000000,499448
2021-08-24 11:40:00,149.77000000,149.61000000,149.84000000,149.77000000,659117
2021-08-24 11:35:00,149.50000000,149.50000000,149.78000000,149.78000000,770752
2021-08-24 11:30:00,149.48000000,149.31000000,149.54000000,149.50000000,1124142
2021-08-24 11:25:00,149.86000000,149.45000000,149.88000000,149.49000000,1166943
2021-08-24 11:20:00,149.94000000,149.85000000,149.97000000,149.86000000,392388
2021-08-24 11:15:00,149.91000000,149.75000000,149.97000000,149.93000000,575576
2021-08-24 11:10:00,149.88000000,149.78000000,149.95000000,149.92000000,473353
2021-08-24 11:05:00,149.81000000,149.79000000,149.93000000,149.88000000,480881
2021-08-24 11:00:00,150.00000000,149.73000000,150.00000000,149.81000000,654359
2021-08-24 10:55:00,150.03000000,149.93000000,150.10000000,149.99000000,685128
2021-08-24 10:50:00,150.20000000,149.96000000,150.24000000,150.03000000,693700
2021-08-24 10:45:00,150.31000000,150.11000000,150.37000000,150.21000000,710914
2021-08-24 10:40:00,150.45000000,150.28000000,150.45000000,150.31000000,647168
2021-08-24 10:35:00,150.40000000,150.35000000,150.51000000,150.45000000,571311
2021-08-24 10:30:00,150.45000000,150.31000000,150.48000000,150.40000000,552135
2021-08-24 10:25:00,150.60000000,150.38000000,150.62000000,150.46000000,555638
2021-08-24 10:20:00,150.53000000,150.47000000,150.68000000,150.61000000,992358
2021-08-24 10:15:00,150.57000000,150.42000000,150.65000000,150.52000000,699438
2021-08-24 10:10:00,150.62000000,150.50000000,150.73000000,150.56000000,783886
2021-08-24 10:05:00,150.43000000,150.14000000,150.67000000,150.62000000,1345482
2021-08-24 10:00:00,150.59000000,150.38000000,150.59000000,150.42000000,872464
2021-08-24 09:55:00,150.64000000,149.50000000,150.66000000,150.58000000,1424943
2021-08-24 09:50:00,150.73000000,150.38000000,150.78000000,150.63000000,1249271
2021-08-24 09:45:00,150.74000000,150.54000000,150.86000000,150.72000000,1534730
2021-08-24 09:40:00,149.98000000,149.85000000,150.79000000,150.74000000,2197280
2021-08-24 09:35:00,149.75000000,149.46000000,150.07000000,149.98000000,1993613
2021-08-24 09:30:00,149.45000000,149.15000000,150.04000000,149.76000000,3353894
2021-08-23 16:00:00,149.71000000,149.63000000,149.75000000,149.70000000,1819328
2021-08-23 15:55:00,149.75000000,149.58000000,149.75000000,149.70000000,1638550
2021-08-23 15:50:00,149.87000000,149.74000000,149.93000000,149.74000000,1289997
2021-08-23 15:45:00,149.80000000,149.73000000,149.92000000,149.87000000,795056
2021-08-23 15:40:00,149.87000000,149.80000000,149.89000000,149.81000000,702170
2021-08-23 15:35:00,150.07000000,149.86000000,150.08000000,149.87000000,528755
2021-08-23 15:30:00,149.96000000,149.94000000,150.08000000,150.07000000,900210
2021-08-23 15:25:00,149.88000000,149.87000000,149.99000000,149.97000000,373333
2021-08-23 15:20:00,149.95000000,149.83000000,149.95000000,149.88000000,441229
2021-08-23 15:15:00,150.04000000,149.95000000,150.10000000,149.95000000,537233
2021-08-23 15:10:00,150.02000000,150.01000000,150.07000000,150.04000000,483816
2021-08-23 15:05:00,149.99000000,149.94000000,150.04000000,150.02000000,458391
2021-08-23 15:00:00,150.03000000,149.98000000,150.08000000,150.00000000,499253
2021-08-23 14:55:00,150.09000000,150.00000000,150.13000000,150.03000000,429655
2021-08-23 14:50:00,150.15000000,150.04000000,150.19000000,150.09000000,464692
2021-08-23 14:45:00,150.05000000,149.98000000,150.14000000,150.14000000,472261
2021-08-23 14:40:00,150.06000000,150.03000000,150.09000000,150.05000000,345214
2021-08-23 14:35:00,150.00000000,149.99000000,150.06000000,150.06000000,339977
2021-08-23 14:30:00,149.89000000,149.88000000,150.03000000,150.00000000,404759
2021-08-23 14:25:00,149.94000000,149.87000000,149.96000000,149.89000000,277723
2021-08-23 14:20:00,149.99000000,149.88000000,150.07000000,149.94000000,532854
2021-08-23 14:15:00,149.92000000,149.88000000,149.99000000,149.99000000,274711
2021-08-23 14:10:00,149.97000000,149.87000000,149.99000000,149.92000000,390105
2021-08-23 14:05:00,149.90000000,149.90000000,149.99000000,149.97000000,383721
2021-08-23 14:00:00,149.91000000,149.86000000,149.96000000,149.90000000,400294
2021-08-23 13:55:00,149.95000000,149.89000000,150.01000000,149.91000000,527137
2021-08-23 13:50:00,149.93000000,149.86000000,149.98000000,149.95000000,394072
2021-08-23 13:45:00,149.79000000,149.77000000,149.93000000,149.93000000,398401
2021-08-23 13:40:00,149.72000000,149.70000000,149.84000000,149.79000000,373824
2021-08-23 13:35:00,149.80000000,149.66000000,149.82000000,149.71000000,481696
2021-08-23 13:30:00,149.70000000,149.68000000,149.81000000,149.81000000,406880
2021-08-23 13:25:00,149.85000000,149.64000000,149.85000000,149.71000000,666145
2021-08-23 13:20:00,149.96000000,149.84000000,149.96000000,149.84000000,377448
2021-08-23 13:15:00,150.04000000,149.86000000,150.05000000,149.96000000,577941
2021-08-23 13:10:00,149.99000000,149.97000000,150.15000000,150.03000000,1484498
2021-08-23 13:05:00,149.90000000,149.88000000,150.00000000,149.99000000,477027
2021-08-23 13:00:00,149.83000000,149.79000000,149.97000000,149.91000000,527001
2021-08-23 12:55:00,149.74000000,149.71000000,149.84000000,149.83000000,501434
2021-08-23 12:50:00,149.65000000,149.60000000,149.76000000,149.74000000,435806
2021-08-23 12:45:00,149.79000000,149.64000000,149.80000000,149.65000000,394373
2021-08-23 12:40:00,149.73000000,149.71000000,149.85000000,149.78000000,479132
2021-08-23 12:35:00,149.86000000,149.62000000,149.86000000,149.73000000,595958
2021-08-23 12:30:00,149.82000000,149.81000000,149.97000000,149.85000000,703436
2021-08-23 12:25:00,149.74000000,149.71000000,149.83000000,149.82000000,409800
2021-08-23 12:20:00,149.70000000,149.67000000,149.79000000,149.74000000,420012
2021-08-23 12:15:00,149.83000000,149.67000000,149.83000000,149.70000000,521597
2021-08-23 12:10:00,149.80000000,149.77000000,149.84000000,149.83000000,285858
2021-08-23 12:05:00,149.82000000,149.76000000,149.88000000,149.80000000,404374
2021-08-23 12:00:00,149.89000000,149.80000000,149.97000000,149.81000000,622919
2021-08-23 11:55:00,149.85000000,149.83000000,149.94000000,149.89000000,417893
2021-08-23 11:50:00,149.75000000,149.75000000,149.94000000,149.86000000,888676
2021-08-23 11:45:00,149.71000000,149.70000000,149.82000000,149.75000000,555251
2021-08-23 11:40:00,149.68000000,149.62000000,149.77000000,149.71000000,580442
2021-08-23 11:35:00,149.87000000,149.64000000,149.90000000,149.68000000,642751
2021-08-23 11:30:00,149.65000000,149.65000000,149.87000000,149.87000000,677194
2021-08-23 11:25:00,149.51000000,149.49000000,149.69000000,149.65000000,434066
2021-08-23 11:20:00,149.55000000,149.49000000,149.68000000,149.51000000,472653
2021-08-23 11:15:00,149.61000000,149.55000000,149.70000000,149.56000000,447468
2021-08-23 11:10:00,149.51000000,149.44000000,149.67000000,149.60000000,497512
2021-08-23 11:05:00,149.46000000,149.42000000,149.57000000,149.51000000,553678
2021-08-23 11:00:00,149.48000000,149.45000000,149.67000000,149.46000000,729186
2021-08-23 10:55:00,149.70000000,149.40000000,149.71000000,149.47000000,721424
2021-08-23 10:50:00,149.63000000,149.60000000,149.77000000,149.70000000,725375
2021-08-23 10:45:00,149.49000000,149.45000000,149.65000000,149.64000000,655925
2021-08-23 10:40:00,149.45000000,149.36000000,149.54000000,149.49000000,646088
2021-08-23 10:35:00,149.48000000,149.25000000,149.55000000,149.46000000,734062
2021-08-23 10:30:00,149.33000000,149.24000000,149.51000000,149.48000000,821801
2021-08-23 10:25:00,149.29000000,149.26000000,149.55000000,149.33000000,950921
2021-08-23 10:20:00,149.27000000,149.20000000,149.40000000,149.29000000,979704
2021-08-23 10:15:00,149.04000000,148.92000000,149.28000000,149.28000000,793331
2021-08-23 10:10:00,149.08000000,148.87000000,149.16000000,149.04000000,955200
2021-08-23 10:05:00,149.01000000,148.98000000,149.25000000,149.08000000,1397786
2021-08-23 10:00:00,148.65000000,148.49000000,149.03000000,149.01000000,1477801
2021-08-23 09:55:00,148.57000000,148.49000000,148.79000000,148.64000000,938557
2021-08-23 09:50:00,148.74000000,148.29000000,148.75000000,148.58000000,1296372
2021-08-23 09:45:00,148.47000000,148.32000000,148.76000000,148.72000000,1175131
2021-08-23 09:40:00,148.13000000,148.05000000,148.65000000,148.46000000,1413042
2021-08-23 09:35:00,148.15000000,147.89000000,148.48000000,148.13000000,1665224
2021-08-23 09:30:00,148.31000000,147.96000000,148.82000000,148.16000000,2918591
2021-08-20 16:00:00,148.19000000,148.12000000,148.22000000,148.17000000,2815902
2021-08-20 15:55:00,148.09000000,148.06000000,148.29000000,148.19000000,2729519
2021-08-20 15:50:00,148.02000000,147.95000000,148.12000000,148.09000000,1099528
2021-08-20 15:45:00,148.11000000,148.00000000,148.11000000,148.02000000,881618
2021-08-20 15:40:00,148.12000000,148.05000000,148.14000000,148.11000000,602531
2021-08-20 15:35:00,148.05000000,148.04000000,148.14000000,148.12000000,577324
2021-08-20 15:30:00,148.09000000,147.95000000,148.09000000,148.05000000,590827
2021-08-20 15:25:00,148.14000000,148.02000000,148.14000000,148.09000000,557919
2021-08-20 15:20:00,148.03000000,148.02000000,148.17000000,148.14000000,587674
2021-08-20 15:15:00,147.98000000,147.98000000,148.05000000,148.04000000,445387
2021-08-20 15:10:00,147.87000000,147.84000000,147.98000000,147.98000000,301246
2021-08-20 15:05:00,147.88000000,147.80000000,147.90000000,147.86000000,250085
2021-08-20 15:00:00,147.96000000,147.84000000,147.96000000,147.87000000,320990
2021-08-20 14:55:00,147.74000000,147.74000000,147.96000000,147.96000000,441842
2021-08-20 14:50:00,147.68000000,147.65000000,147.78000000,147.73000000,284745
2021-08-20 14:45:00,147.72000000,147.60000000,147.76000000,147.69000000,341267
2021-08-20 14:40:00,147.73000000,147.70000000,147.85000000,147.73000000,488095
2021-08-20 14:35:00,147.58000000,147.56000000,147.77000000,147.72000000,454953
2021-08-20 14:30:00,147.72000000,147.58000000,147.72000000,147.59000000,372141
2021-08-20 14:25:00,147.76000000,147.68000000,147.81000000,147.72000000,413068
2021-08-20 14:20:00,147.85000000,147.72000000,147.86000000,147.75000000,236114
2021-08-20 14:15:00,147.82000000,147.78000000,147.88000000,147.85000000,254010
2021-08-20 14:10:00,147.86000000,147.72000000,147.89000000,147.83000000,354406
2021-08-20 14:05:00,147.83000000,147.81000000,147.89000000,147.85000000,347993
2021-08-20 14:00:00,147.74000000,147.72000000,147.85000000,147.82000000,409493
2021-08-20 13:55:00,147.68000000,147.59000000,147.75000000,147.75000000,419230
2021-08-20 13:50:00,147.60000000,147.55000000,147.69000000,147.68000000,418790
2021-08-20 13:45:00,147.78000000,147.60000000,147.79000000,147.61000000,416747
2021-08-20 13:40:00,147.78000000,147.72000000,147.83000000,147.78000000,327581
2021-08-20 13:35:00,147.88000000,147.78000000,147.88000000,147.78000000,392817
2021-08-20 13:30:00,147.92000000,147.87000000,148.00000000,147.88000000,291039
2021-08-20 13:25:00,148.02000000,147.87000000,148.03000000,147.92000000,259881
2021-08-20 13:20:00,147.93000000,147.90000000,148.02000000,148.02000000,260719
2021-08-20 13:15:00,148.00000000,147.91000000,148.01000000,147.93000000,261161
2021-08-20 13:10:00,147.94000000,147.85000000,148.00000000,148.00000000,335467
2021-08-20 13:05:00,147.94000000,147.89000000,147.98000000,147.94000000,216827
2021-08-20 13:00:00,147.91000000,147.83000000,147.95000000,147.94000000,292983
2021-08-20 12:55:00,147.96000000,147.83000000,148.00000000,147.90000000,344829
2021-08-20 12:50:00,147.97000000,147.92000000,148.07000000,147.96000000,522703
2021-08-20 12:45:00,147.85000000,147.81000000,148.03000000,147.97000000,560351
2021-08-20 12:40:00,147.92000000,147.76000000,147.94000000,147.86000000,577780
2021-08-20 12:35:00,147.88000000,147.87000000,147.97000000,147.92000000,413082
2021-08-20 12:30:00,147.81000000,147.79000000,147.92000000,147.88000000,477062
2021-08-20 12:25:00,147.66000000,147.60000000,147.81000000,147.80000000,480655
2021-08-20 12:20:00,147.59000000,147.51000000,147.67000000,147.65000000,288571
2021-08-20 12:15:00,147.42000000,147.37000000,147.65000000,147.58000000,517187
2021-08-20 12:10:00,147.44000000,147.28000000,147.47000000,147.42000000,430390
2021-08-20 12:05:00,147.55000000,147.43000000,147.59000000,147.44000000,470081
2021-08-20 12:00:00,147.35000000,147.24000000,148.01000000,147.54000000,629318
2021-08-20 11:55:00,147.29000000,147.12000000,147.37000000,147.35000000,697254
2021-08-20 11:50:00,147.36000000,147.23000000,147.44000000,147.29000000,582949
2021-08-20 11:45:00,147.48000000,147.29000000,147.48000000,147.35000000,729516
2021-08-20 11:40:00,147.61000000,147.38000000,147.62000000,147.46000000,748550
2021-08-20 11:35:00,147.98000000,147.58000000,148.04000000,147.61000000,673999
2021-08-20 11:30:00,147.75000000,147.70000000,148.00000000,147.99000000,430317
2021-08-20 11:25:00,147.83000000,147.74000000,147.96000000,147.76000000,418344
2021-08-20 11:20:00,147.76000000,147.70000000,147.86000000,147.83000000,430041
2021-08-20 11:15:00,147.92000000,147.71000000,147.96000000,147.76000000,440563
2021-08-20 11:10:00,147.94000000,147.80000000,147.99000000,147.92000000,566009
2021-08-20 11:05:00,147.78000000,147.76000000,147.97000000,147.95000000,471046
2021-08-20 11:00:00,147.87000000,147.77000000,147.98000000,147.77000000,472340
2021-08-20 10:55:00,147.93000000,147.86000000,148.07000000,147.88000000,615166
2021-08-20 10:50:00,148.04000000,147.79000000,148.08000000,147.93000000,695543
2021-08-20 10:45:00,148.20000000,147.98000000,148.23000000,148.04000000,798896
2021-08-20 10:40:00,148.25000000,148.13000000,148.36000000,148.18000000,715296
2021-08-20 10:35:00,148.27000000,148.21000000,148.50000000,148.26000000,1271826
2021-08-20 10:30:00,148.08000000,148.05000000,148.29000000,148.28000000,749000
2021-08-20 10:25:00,148.28000000,147.95000000,148.33000000,148.08000000,929048
2021-08-20 10:20:00,148.02000000,147.99000000,148.33000000,148.28000000,1213443
2021-08-20 10:15:00,147.64000000,147.49000000,148.07000000,148.01000000,1257030
2021-08-20 10:10:00,147.62000000,147.57000000,147.84000000,147.64000000,830721
2021-08-20 10:05:00,147.54000000,147.53000000,147.73000000,147.62000000,835824
2021-08-20 10:00:00,147.50000000,147.35000000,147.74000000,147.54000000,976681
2021-08-20 09:55:00,147.59000000,147.42000000,147.83000000,147.49000000,1125410
2021-08-20 09:50:00,147.26000000,147.25000000,147.70000000,147.59000000,1389647
2021-08-20 09:45:00,147.11000000,147.11000000,147.55000000,147.27000000,1699767
2021-08-20 09:40:00,147.23000000,146.78000000,147.33000000,147.11000000,1323393
2021-08-20 09:35:00,147.13000000,146.85000000,147.33000000,147.23000000,1749042
2021-08-20 09:30:00,147.44000000,146.96000000,147.66000000,147.13000000,3315320
2021-08-19 16:00:00,146.65000000,146.43000000,146.70000000,146.64000000,4846830
2021-08-19 15:55:00,146.50000000,146.35000000,146.75000000,146.67000000,2215870
2021-08-19 15:50:00,146.75000000,146.49000000,146.90000000,146.50000000,1534682
2021-08-19 15:45:00,146.83000000,146.61000000,146.83000000,146.76000000,998392
2021-08-19 15:40:00,146.98000000,146.68000000,147.02000000,146.83000000,1110283
2021-08-19 15:35:00,147.23000000,146.94000000,147.30000000,146.99000000,910901
2021-08-19 15:30:00,147.23000000,147.08000000,147.29000000,147.23000000,819749
2021-08-19 15:25:00,147.06000000,147.05000000,147.24000000,147.23000000,726668
2021-08-19 15:20:00,147.03000000,146.94000000,147.10000000,147.06000000,587104
2021-08-19 15:15:00,146.91000000,146.87000000,147.09000000,147.03000000,770903
2021-08-19 15:10:00,146.95000000,146.82000000,147.02000000,146.91000000,640759
2021-08-19 15:05:00,147.00000000,146.87000000,147.08000000,146.95000000,722014
2021-08-19 15:00:00,146.83000000,146.80000000,147.08000000,147.00000000,985690
2021-08-19 14:55:00,146.69000000,146.66000000,146.86000000,146.84000000,794250
2021-08-19 14:50:00,146.30000000,146.07000000,146.72000000,146.69000000,1074984
2021-08-19 14:45:00,146.38000000,146.23000000,146.42000000,146.31000000,714706
2021-08-19 14:40:00,146.27000000,146.09000000,146.48000000,146.39000000,833003
2021-08-19 14:35:00,146.15000000,146.09000000,146.36000000,146.28000000,741175
2021-08-19 14:30:00,146.08000000,145.84000000,146.16000000,146.15000000,1125935
2021-08-19 14:25:00,146.66000000,146.06000000,146.75000000,146.09000000,819217
2021-08-19 14:20:00,146.55000000,146.42000000,146.67000000,146.65000000,474923
2021-08-19 14:15:00,146.49000000,146.33000000,146.62000000,146.56000000,581543
2021-08-19 14:10:00,146.54000000,146.46000000,146.62000000,146.50000000,599079
2021-08-19 14:05:00,146.53000000,146.39000000,146.61000000,146.54000000,945395
2021-08-19 14:00:00,146.81000000,146.53000000,146.96000000,146.53000000,850058
2021-08-19 13:55:00,147.09000000,146.81000000,147.10000000,146.81000000,565797
2021-08-19 13:50:00,147.15000000,147.06000000,147.24000000,147.07000000,544228
2021-08-19 13:45:00,147.11000000,146.99000000,147.16000000,147.16000000,423694
2021-08-19 13:40:00,146.96000000,146.94000000,147.15000000,147.11000000,864873
2021-08-19 13:35:00,146.89000000,146.74000000,146.99000000,146.96000000,678918
2021-08-19 13:30:00,146.97000000,146.70000000,147.03000000,146.88000000,868908
2021-08-19 13:25:00,147.32000000,146.96000000,147.40000000,146.97000000,708419
2021-08-19 13:20:00,147.30000000,147.24000000,147.40000000,147.31000000,531568
2021-08-19 13:15:00,147.46000000,147.24000000,147.51000000,147.31000000,446423
2021-08-19 13:10:00,147.33000000,147.32000000,147.53000000,147.48000000,688931
2021-08-19 13:05:00,147.43000000,147.16000000,147.47000000,147.33000000,879238
2021-08-19 13:00:00,147.63000000,147.43000000,147.75000000,147.44000000,785125
2021-08-19 12:55:00,147.73000000,147.62000000,147.83000000,147.63000000,513682
2021-08-19 12:50:00,147.86000000,147.70000000,147.98000000,147.73000000,565605
2021-08-19 12:45:00,147.83000000,147.70000000,147.88000000,147.86000000,533699
2021-08-19 12:40:00,147.99000000,147.80000000,148.00000000,147.82000000,595484
2021-08-19 12:35:00,147.92000000,147.79000000,148.00000000,147.99000000,815867
2021-08-19 12:30:00,147.45000000,147.44000000,147.91000000,147.91000000,948261
2021-08-19 12:25:00,147.44000000,147.38000000,147.51000000,147.45000000,519779
2021-08-19 12:20:00,147.59000000,147.35000000,147.64000000,147.44000000,591989
